city,name,description,rating,location,url,cid
Eguisheim,Fleur de Vigne,"Offrant une vue sur le jardin, le Fleur de Vigne est un hébergement situé à Eguisheim, à 5,9 km de la gare de Colmar et à 6,7 km de la Maison des Têtes. ",9.8,Eguisheim,https://www.booking.com/hotel/fr/fleur-de-vignes-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Hotel Colmar Vignes Eguisheim,"Situé à 200 mètres du centre-ville d'Eguishein et à 10 minutes en voiture de Colmar, l'Hotel Colmar Vignes Eguisheim met gratuitement à votre disposition une connexion Wi-Fi ainsi qu'un parking privé....",8.8,Eguisheim,https://www.booking.com/hotel/fr/auberge-des-comtes.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Résidence Pierre & Vacances Le Clos d'Eguisheim,"La Résidence Pierre & Vacances Le Clos d’Eguisheim est située à 700 mètres du centre du village d’Eguisheim en Alsace, le long de la route des vins. ",8.0,Eguisheim,https://www.booking.com/hotel/fr/residence-pierre-et-vacances-le-clos-d-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Au pied des remparts à Eguisheim,"Situé à Eguisheim, en Alsace, l'établissement 2 étoiles Au pied des remparts à Eguisheim propose une connexion Wi-Fi gratuite. ",9.0,Eguisheim,https://www.booking.com/hotel/fr/elsass-design-vintage.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Hôtel L'Auberge Alsacienne,"Situé dans le village d'Eguisheim, en Alsace, l'Hôtel L'Auberge Alsacienne propose des chambres modernes avec salle de bains privative et un restaurant traditionnel. ",8.6,Eguisheim,https://www.booking.com/hotel/fr/ha-tel-restaurant-l-auberge-alsacienne.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Auberge du Rempart,"Offrant une vue sur la ville, l'établissement à la gestion familiale Auberge du Rempart est situé dans le centre historique d'Eguisheim, en Alsace, à 100 mètres du marché de Noël de la ville. ",8.6,Eguisheim,https://www.booking.com/hotel/fr/auberge-du-rempart.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Les chambres du domaine,"Situé à Eguisheim, en Alsace, l'établissement Les chambres du domaine propose gratuitement une connexion Wi-Fi et un parking privé. ",9.3,Eguisheim,https://www.booking.com/hotel/fr/les-chambres-du-domaine.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Brit Hotel Confort La Ferme du Pape,"Le Brit Hotel Confort La Ferme du Pape vous accueille à l'entrée d'un charmant village au cœur des vignobles, dans une région gastronomique, à 8 km de Colmar. ",7.7,Eguisheim,https://www.booking.com/hotel/fr/hostellerie-du-pape.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Eguisheim village préféré des français grand studio,"Situé à Eguisheim, à 6 km de la Maison des Têtes, à 6,4 km de la collégiale Saint-Martin et à 9,3 km du parc des expositions Colmar Expo, l'Eguisheim village préféré des français grand studio propose...",9.4,Eguisheim,https://www.booking.com/hotel/fr/studio-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Auberge des Trois Châteaux,"Entouré de vignobles et situé le long de la route des vins d'Alsace, l'établissement l'Auberge des Trois Châteaux est installé au cœur d'Eguisheim. ",8.6,Eguisheim,https://www.booking.com/hotel/fr/auberge-des-trois-chac-teaux.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Hôtel Restaurant À la ville de Nancy,"Situé dans le village alsacien typique d'Eguisheim, cet hôtel occupe un bâtiment à colombages et dispose d'un restaurant servant une cuisine régionale traditionnelle. ",8.1,Eguisheim,https://www.booking.com/hotel/fr/ha-tel-restaurant-a-la-ville-de-nancy.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Chez Jade et Ambre,"Offrant une vue sur la ville, l'établissement Chez Jade et Ambre propose gratuitement une connexion Wi-Fi et un parking privé à Eguisheim, à 5,6 km de la gare de Colmar. ",9.0,Eguisheim,https://www.booking.com/hotel/fr/chez-jade-et-ambre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,L'Hostellerie du Château,"L'établissement L'Hostellerie du Château est situé au cœur du village médiéval d'Eguisheim, sur la route des vins d'Alsace. ",8.9,Eguisheim,https://www.booking.com/hotel/fr/hostellerie-du-chateau-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Gite Géranium***,"Gite GéraniumLe *** est situé à Eguisheim, à 7,1 km de la collégiale Saint-Martin et à 10 km du parc des expositions Colmar Expo, dans une région propice à la randonnée. ",9.2,Eguisheim,https://www.booking.com/hotel/fr/gite-geranium.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Gîte Le Hissala,"Le Gîte Le Hissala se trouve à Eguisheim, à 5 minutes de marche du centre-ville. ",8.6,Eguisheim,https://www.booking.com/hotel/fr/ga-r-te-le-hissala.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Les Epicuriens du Rempart,"L'établissement Les Epicuriens du Rempart est situé à Eguisheim, à 6 km de la gare de Colmar, à 6,9 km de la Maison des Têtes et à 7,3 km de la collégiale Saint-Martin. ",8.8,Eguisheim,https://www.booking.com/hotel/fr/maison-du-rempart-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,Gîte de charme sur les remparts,"Le Gîte de charme sur les remparts est situé à Eguisheim, à 5,5 km de la gare de Colmar, à 6,4 km de la Maison des Têtes et à 6,9 km de la collégiale Saint-Martin. ",8.9,Eguisheim,https://www.booking.com/hotel/fr/gite-de-charme-sur-les-remparts.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,"Le Victoria, Eguisheim, 4-6 p., 4etoiles, rénové,clim","Situé à Eguisheim, à 5,5 km de la gare de Colmar et à 6,3 km de la Maison des Têtes, Le Victoria, Eguisheim, 4-6 p., 4etoiles, rénové, clim propose une connexion Wi-Fi gratuite et la climatisation. ",9.4,Eguisheim,https://www.booking.com/hotel/fr/le-victoria-eguisheim-4-6-p-4etoiles-renove-clim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Eguisheim,La Maison du Rempart,"Située à Eguisheim, en Alsace, La Maison du Rempart dispose d'une terrasse. ",9.3,Eguisheim,https://www.booking.com/hotel/fr/la-maison-du-rempart-eguisheim1.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,17
Eguisheim,Le Hameau d'Eguisheim - Chambres d'hôtes & Gîtes,"Occupant une maison à colombages typiquement alsacienne, Le Hameau d'Eguisheim propose des chambres d'hôtes et des hébergements indépendants sur un domaine avec un vignoble. ",8.9,Eguisheim,https://www.booking.com/hotel/fr/le-hameau-d-eguisheim.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEHNlYXJjaF9lZ3Vpc2hlaW1IDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkMGJhMjZjOGEtNzM5Yy00NGNiLTliZjQtNTFkNjlmNmVhYzlm2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=081946e3f21a038f&srepoch=1683194696&from=searchresults&map=1,17
Colmar,My Sweet Homes - Le 15,"Doté d'une une connexion Wi-Fi gratuite, l’établissement My Sweet Homes - Le 15 vous accueille à Colmar, à quelques pas de la collégiale Saint-Martin. ",8.4,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/my-sweet-homes-le-15.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,Suites Residences Spa,"Situé à 300 mètres du centre de Colmar, le Suites Residences Spa propose un service de prêt de vélos et une terrasse. La connexion Wi-Fi est gratuite. ",8.4,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/suites-residences-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,COLMARAPPART Grand'Rue,"Le COLMARAPPART Grand'Rue bénéficie d'un emplacement idéal au cœur de Colmar, entre la cathédrale de la ville et les rues principales. Il propose des suites et des appartements indépendants. ",8.5,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/cotoon-colmar8.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from=searchresults&map=1,15
Colmar,"SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes- Centre Historique","Situé dans le centre de Colmar, à moins de 300 mètres de la collégiale Saint-Martin et à 600 mètres de la Maison des Têtes, le SERENITY Colmar - Gîtes de Prestige 4 et 5 étoiles - 2, 4 et 6 personnes-...",9.6,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/serenity-colmar-colmar.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,ColmarAppart Vauban,"Le ColmarAppart Vauban vous accueille à Colmar, à 300 mètres de la collégiale Saint-Martin et à 500 mètres de la Maison des Têtes. Une connexion Wi-Fi est accessible gratuitement. ",8.6,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/colmarappart-vauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from=searchresults&map=1,15
Colmar,La Maison de Vacances de Colmar et son jardin,"La Maison de Vacances de Colmar et son jardin est située à Colmar, à 1,9 km de la gare de Colmar et à 1,2 km de la collégiale Saint-Martin, dans une région où vous pourrez faire du vélo. ",8.6,Colmar,https://www.booking.com/hotel/fr/la-maison-de-vacances-de-colmar-et-son-jardin-4-47-5p.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,At home in the center of Colmar,"Situé à seulement 500 mètres de la collégiale Saint-Martin, l'établissement 4 étoiles At home in the center of Colmar bien situé dans le centre de Colmar. ",9.2,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/at-home-on-colmar.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,ColmarAppart Vauban avec Spa,"Situé dans le centre de Colmar, à 400 mètres de la collégiale Saint-Martin, le ColmarAppart Vauban avec Spa propose des hébergements avec connexion Wi-Fi gratuite et accès à un jacuzzi et à un spa. ",8.0,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/colmarappart-vauban-avec-spa.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,Aux Bijoux de Colmar - Le Saphir - 1 PARKING GRATUIT,"L'établissement 4 étoiles Aux Bijoux de Colmar - Le Saphir - 1 PARKING GRATUIT est idéalement situé dans le centre de Colmar, à seulement 100 mètres de la Maison des Têtes. ",8.1,"Centre-ville de Colmar, Colmar",https://www.booking.com/hotel/fr/aux-bijoux-de-colmar-le-saphir.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from=searchresults&map=1,15
Colmar,Hotel Arc-En-Ciel Colmar Contact Hotel,"L'Hotel Arc-En-Ciel Colmar Contact Hotel vous accueille dans un cadre verdoyant, à seulement 1 km du centre-ville de Colmar, de ses sites historiques et attractions. ",8.0,Colmar,https://www.booking.com/hotel/fr/arc-en-ciel-hexagone.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,Comfort Hotel Expo Colmar,"Le Comfort Hotel Expo Colmar est installé à 4 km du centre-ville de Colmar et à 2 km de l’autoroute A35. Cet hôtel propose une réception ouverte 24h/24, un parking privé gratuit et un bar. ",8.6,Colmar,https://www.booking.com/hotel/fr/comfort-expo-colmar.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from_sustainable_property_sr=1&from=searchresults&map=1,15
Colmar,Résidence Pierre & Vacances La Petite Venise,"La résidence Pierre & Vacances La Petite Venise est située au cœur de Colmar, dans le quartier de la Petite Venise, à 650 mètres de la gare de la ville. ",8.2,Colmar,https://www.booking.com/hotel/fr/la-petite-venise.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDXNlYXJjaF9jb2xtYXJIDVgEaE2IAQGYAQ24AQrIAQXYAQHoAQH4AQOIAgGoAgO4AseGzqIGwAIB0gIkM2M5OWFiMDQtMzBiZC00MWJiLWFmMzktYzE5ZDIzN2ExZjdj2AIF4AIB&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=cad446e3d53d069e&srepoch=1683194696&from=searchresults&map=1,15
